5	13.3370387	13.4369387	0	0.0010001
5	13.1227428	20.6437926	3.9E-06	0.0212133
5	9.3945003	19.0842343	0.0008	0.0210442
5	4.9839018	22.6844422	0.0173833	0.204841
5	4.7607611	27.3564961	0.0999101	0.5344964
6	7.910326	8.010226	0	0.004254
6	8.3739955	13.1618007	0.015	0.0229464
6	8.7133759	11.8060982	0.0187116	0.0352821
6	8.1564598	16.5574995	0.022228	0.0997475
6	7.4893057	15.7370689	0.08105	0.2437459
6	6.1443294	21.8463983	0.2222533	0.3110627
7	8.578943	8.678843	0	0.015
7	12.1884503	13.8959838	1.1E-06	0.0185695
7	12.0010141	12.5233972	0.002637	0.0166143
7	11.5636481	17.9703261	0.0008849	0.0788991
7	11.4134601	17.1698816	0.0122863	0.134584
7	10.6557758	22.4817725	0.0569279	0.215435
7	9.5832993	22.0990584	0.122302	0.4378271
8	6.3897562	6.4896562	0	0.0582558
8	11.2362072	11.3361072	0	0.1261904
8	10.8559885	10.9558885	0	0.1916327
9	10.7181916	10.8180916	0	0.012399
9	8.3394084	8.4393084	0	0.0333206
9	13.3962583	13.4961583	0	0.0976717
9	13.0240941	13.3696698	0.0290455	0.1007212
9	9.7098802	18.1935414	0.0184359	0.1086022
9	1.9001	2	0	0
9	7.0562232	18.082568	0.0953041	0.1506211
9	4.7937431	21.7503873	0.1749026	0.5462212
10	7.241994	7.341894	0	0.0187585
10	12.302613	12.5687005	0.0039147	0.0908467
10	10.2701709	12.2880534	0.0108282	0.1264833
10	7.9448517	15.7198092	0.0082287	0.1496847
10	6.6796511	14.8054501	0.0112842	0.2532946
10	6.5765985	18.9355625	0.0157814	0.2665617
10	5.9771543	18.359	0.0375584	0.504
11	8.9689037	9.0688037	0	0.0037266
11	13.9317303	14.0316303	0	0.0102498
11	12.1684019	13.2923538	0.0003477	0.0073447
11	10.0040631	17.3560423	0.0013209	0.0049011
11	8.652428	15.3681833	0.0030932	0.0143065
11	8.0901643	19.4690523	0.003508	0.0374021
11	8.0576114	18.81724	0.0040673	0.4499195
11	6.9904113	23.3567903	0.0076252	0.5994561
11	5.465723	22.192	0.2696807	0.723
12	6.882844	6.982744	0	0.0023287
12	11.7286569	11.8285569	0	0.0038009
12	10.1705677	10.2704677	0	0.0078787
12	9.6893095	13.460255	0.0073352	0.0074767
12	8.0408864	11.3209428	0.0074749	0.0072072
12	7.8689837	15.8635156	0.0101469	0.2697679
12	7.1946331	14.4297751	0.1495196	0.7062429
12	6.1093421	18.4019132	0.1803943	0.7218139
13	7.8984286	7.9983286	0	0.002236
13	12.8784208	12.9783208	0	0.0071787
13	11.917046	12.016946	0	0.0070211
13	12.056631	16.9940653	0.0008548	0.0022519
13	10.0197882	14.1677504	0.0358642	0.0366047
13	8.5870774	18.3865096	0.0718019	0.165851
13	8.3226681	16.3810765	0.1193244	0.2131678
13	7.8768099	20.64	0.1270294	0.183
13	7.2507722	19.169	0.1769791	0.329
14	10.3664291	10.4663291	0	0.0359049
14	7.7150194	7.8149194	0	0.0729852
14	10.2808393	12.4245003	0.0379927	0.1199691
14	10.3513656	10.4512656	0	0.1274736
14	9.9212594	15.0949874	0.1188649	0.1762324
14	9.6602607	13.8060653	0.1107161	0.1478912
14	8.347768	18.18	0.1647055	0.323
14	6.9116046	15.748	0.1265579	0.315
15	10.3131962	10.4130962	0	0.0131124
15	7.8005135	7.9004135	0	0.0379474
15	12.1397512	12.2396512	0	0.072934
15	10.2881361	10.3880361	0	0.123243
15	12.1192699	14.6986603	0.0082033	0.0837017
15	11.9885444	14.0288125	0.0501677	0.1202326
15	10.9425341	18.7295899	0.0048648	0.0950504
15	9.3295167	17.236	0.0064422	0.3
